Directory,FileName,DateTimeOriginal,species,count,juvenile,moving,resting,eating,standing,interacting,male
G12/G12_R1/100EK113,07250107.JPG,7/25/18 11:05,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250108.JPG,7/25/18 11:05,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250109.JPG,7/25/18 11:06,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250110.JPG,7/25/18 11:06,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250111.JPG,7/25/18 11:07,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250112.JPG,7/25/18 11:07,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250113.JPG,7/25/18 11:11,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250114.JPG,7/25/18 11:11,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250115.JPG,7/25/18 11:18,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250116.JPG,7/25/18 11:18,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250117.JPG,7/25/18 11:19,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250118.JPG,7/25/18 11:19,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250119.JPG,7/25/18 11:20,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250120.JPG,7/25/18 11:20,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250121.JPG,7/25/18 11:21,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250122.JPG,7/25/18 11:21,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250123.JPG,7/25/18 13:28,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250124.JPG,7/25/18 13:28,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250125.JPG,7/25/18 13:32,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250126.JPG,7/25/18 13:32,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250127.JPG,7/25/18 13:34,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250128.JPG,7/25/18 13:34,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250129.JPG,7/25/18 13:45,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250130.JPG,7/25/18 13:45,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250131.JPG,7/25/18 13:46,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250132.JPG,7/25/18 13:46,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250133.JPG,7/25/18 13:48,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250134.JPG,7/25/18 13:48,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250135.JPG,7/25/18 13:49,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250136.JPG,7/25/18 13:49,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250137.JPG,7/25/18 13:52,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250138.JPG,7/25/18 13:52,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250139.JPG,7/25/18 14:02,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250140.JPG,7/25/18 14:02,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250141.JPG,7/25/18 14:08,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250142.JPG,7/25/18 14:08,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250143.JPG,7/25/18 14:10,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250144.JPG,7/25/18 14:10,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250145.JPG,7/25/18 14:21,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250146.JPG,7/25/18 14:21,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250147.JPG,7/25/18 14:21,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250148.JPG,7/25/18 14:21,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250149.JPG,7/25/18 14:26,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250150.JPG,7/25/18 14:26,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250151.JPG,7/25/18 14:29,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250152.JPG,7/25/18 14:29,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250153.JPG,7/25/18 14:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250154.JPG,7/25/18 14:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250155.JPG,7/25/18 14:32,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250156.JPG,7/25/18 14:32,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250157.JPG,7/25/18 14:33,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250158.JPG,7/25/18 14:33,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250159.JPG,7/25/18 14:45,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250160.JPG,7/25/18 14:45,nothing there,,,,,,,,
G12/G12_R1/100EK113,07250161.JPG,7/25/18 17:06,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07250162.JPG,7/25/18 17:06,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07250163.JPG,7/25/18 23:37,sable_antelope,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07250164.JPG,7/25/18 23:37,sable_antelope,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07260165.JPG,7/26/18 9:41,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260166.JPG,7/26/18 9:41,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260167.JPG,7/26/18 10:02,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260168.JPG,7/26/18 10:02,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260169.JPG,7/26/18 10:03,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260170.JPG,7/26/18 10:03,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260171.JPG,7/26/18 10:03,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260172.JPG,7/26/18 10:03,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260173.JPG,7/26/18 10:05,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260174.JPG,7/26/18 10:05,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260175.JPG,7/26/18 10:09,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260176.JPG,7/26/18 10:09,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260177.JPG,7/26/18 10:59,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260178.JPG,7/26/18 10:59,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260179.JPG,7/26/18 11:00,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260180.JPG,7/26/18 11:00,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260181.JPG,7/26/18 11:01,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260182.JPG,7/26/18 11:01,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260183.JPG,7/26/18 12:06,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260184.JPG,7/26/18 12:06,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260185.JPG,7/26/18 12:26,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260186.JPG,7/26/18 12:26,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260187.JPG,7/26/18 12:27,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260188.JPG,7/26/18 12:27,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260189.JPG,7/26/18 12:28,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260190.JPG,7/26/18 12:28,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260191.JPG,7/26/18 12:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260192.JPG,7/26/18 12:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260193.JPG,7/26/18 12:58,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260194.JPG,7/26/18 12:58,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260195.JPG,7/26/18 13:06,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260196.JPG,7/26/18 13:06,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260197.JPG,7/26/18 13:07,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260198.JPG,7/26/18 13:07,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260199.JPG,7/26/18 13:08,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260200.JPG,7/26/18 13:08,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260201.JPG,7/26/18 13:12,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260202.JPG,7/26/18 13:12,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260203.JPG,7/26/18 13:14,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260204.JPG,7/26/18 13:14,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260205.JPG,7/26/18 13:35,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260206.JPG,7/26/18 13:35,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260207.JPG,7/26/18 14:37,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260208.JPG,7/26/18 14:37,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260209.JPG,7/26/18 14:37,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260210.JPG,7/26/18 14:37,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260211.JPG,7/26/18 14:39,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260212.JPG,7/26/18 14:39,nothing there,,,,,,,,
G12/G12_R1/100EK113,07260213.JPG,7/26/18 16:22,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07260214.JPG,7/26/18 16:22,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07260215.JPG,7/26/18 16:23,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07260216.JPG,7/26/18 16:23,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07260217.JPG,7/26/18 16:34,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07260218.JPG,7/26/18 16:34,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07260219.JPG,7/26/18 16:37,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07260220.JPG,7/26/18 16:37,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07270221.JPG,7/27/18 6:38,duiker,1,0,0,0,0,1,0,0
G12/G12_R1/100EK113,07270222.JPG,7/27/18 6:38,duiker,1,0,0,0,0,1,0,0
G12/G12_R1/100EK113,07270223.JPG,7/27/18 9:53,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270224.JPG,7/27/18 9:53,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270225.JPG,7/27/18 10:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270226.JPG,7/27/18 10:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270227.JPG,7/27/18 10:54,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270228.JPG,7/27/18 10:54,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270229.JPG,7/27/18 13:33,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270230.JPG,7/27/18 13:33,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270231.JPG,7/27/18 13:34,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270232.JPG,7/27/18 13:34,nothing there,,,,,,,,
G12/G12_R1/100EK113,07270233.JPG,7/27/18 17:59,bushbuck,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07270234.JPG,7/27/18 17:59,bushbuck,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07270235.JPG,7/27/18 18:00,bushbuck,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07270236.JPG,7/27/18 18:00,bushbuck,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07280237.JPG,7/28/18 10:47,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280238.JPG,7/28/18 10:47,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280239.JPG,7/28/18 12:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280240.JPG,7/28/18 12:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280241.JPG,7/28/18 12:58,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280242.JPG,7/28/18 12:58,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280243.JPG,7/28/18 14:20,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280244.JPG,7/28/18 14:20,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280245.JPG,7/28/18 14:39,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280246.JPG,7/28/18 14:39,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280247.JPG,7/28/18 15:23,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07280248.JPG,7/28/18 15:23,nothing there,,,,,,,,
G12/G12_R1/100EK113,07280249.JPG,7/28/18 17:15,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07280250.JPG,7/28/18 17:15,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07280251.JPG,7/28/18 17:19,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07280252.JPG,7/28/18 17:19,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290253.JPG,7/29/18 0:36,honey_badger,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290254.JPG,7/29/18 0:36,honey_badger,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290255.JPG,7/29/18 9:46,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290256.JPG,7/29/18 9:46,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290257.JPG,7/29/18 9:47,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290258.JPG,7/29/18 9:47,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290259.JPG,7/29/18 9:52,bushpig,1,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07290260.JPG,7/29/18 9:52,bushpig,1,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07290261.JPG,7/29/18 13:04,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290262.JPG,7/29/18 13:04,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290263.JPG,7/29/18 13:05,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290264.JPG,7/29/18 13:05,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290265.JPG,7/29/18 13:08,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290266.JPG,7/29/18 13:08,baboon,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290267.JPG,7/29/18 13:56,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290268.JPG,7/29/18 13:56,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290269.JPG,7/29/18 13:56,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290270.JPG,7/29/18 13:56,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290271.JPG,7/29/18 15:47,waterbuck,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290272.JPG,7/29/18 15:47,nothing there,,,,,,,,
G12/G12_R1/100EK113,07290273.JPG,7/29/18 21:58,bushbuck,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290274.JPG,7/29/18 21:58,bushbuck,1,0,1,0,0,1,0,0
G12/G12_R1/100EK113,07290275.JPG,7/29/18 21:59,bushbuck,1,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07290276.JPG,7/29/18 21:59,bushbuck,1,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07290277.JPG,7/29/18 22:01,bushbuck,1,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07290278.JPG,7/29/18 22:01,bushbuck,1,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07300279.JPG,7/30/18 9:32,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300280.JPG,7/30/18 9:32,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300281.JPG,7/30/18 10:01,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300282.JPG,7/30/18 10:01,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300283.JPG,7/30/18 10:19,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300284.JPG,7/30/18 10:19,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300285.JPG,7/30/18 10:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300286.JPG,7/30/18 10:31,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300287.JPG,7/30/18 10:32,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300288.JPG,7/30/18 10:32,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300289.JPG,7/30/18 10:37,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300290.JPG,7/30/18 10:37,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300291.JPG,7/30/18 10:49,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300292.JPG,7/30/18 10:49,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300293.JPG,7/30/18 10:50,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300294.JPG,7/30/18 10:50,nothing there,,,,,,,,
G12/G12_R1/100EK113,07300295.JPG,7/30/18 11:45,waterbuck,2,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07300296.JPG,7/30/18 11:45,waterbuck,2,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07300297.JPG,7/30/18 11:45,waterbuck,2,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07300298.JPG,7/30/18 11:45,waterbuck,2,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07300299.JPG,7/30/18 11:46,waterbuck,3,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07300300.JPG,7/30/18 11:46,waterbuck,3,0,1,0,1,1,0,0
G12/G12_R1/100EK113,07300301.JPG,7/30/18 11:46,waterbuck,1,0,1,0,0,1,0,0
