Directory,DateTimeOriginal,FileName,species,count,juvenile,moving,resting,eating,standing,interacting,male
E04/E04_R1/101NIKON,6/11/18 12:53,EK000144.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 12:54,EK000145.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 12:54,EK000146.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 12:55,EK000147.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 12:55,EK000148.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 12:56,EK000149.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 12:56,EK000150.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:02,EK000151.JPG,impala,1,0,0,0,0,1,0,1
E04/E04_R1/101NIKON,6/11/18 13:02,EK000152.JPG,impala,1,0,0,0,0,1,0,1
E04/E04_R1/101NIKON,6/11/18 13:11,EK000153.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:11,EK000154.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:13,EK000155.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:13,EK000156.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:34,EK000157.JPG,impala,1,0,0,0,1,1,0,1
E04/E04_R1/101NIKON,6/11/18 13:34,EK000158.JPG,impala,1,0,0,0,1,1,0,1
E04/E04_R1/101NIKON,6/11/18 13:49,EK000159.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:49,EK000160.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:51,EK000161.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:51,EK000162.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:56,EK000163.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:56,EK000164.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:56,EK000165.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:56,EK000166.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:58,EK000167.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 13:58,EK000168.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:01,EK000169.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:01,EK000170.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:04,EK000171.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:04,EK000172.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:04,EK000173.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:04,EK000174.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:06,EK000175.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:06,EK000176.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:07,EK000177.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:07,EK000178.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:08,EK000179.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:08,EK000180.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:09,EK000181.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:09,EK000182.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:10,EK000183.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:10,EK000184.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:13,EK000185.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:13,EK000186.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:14,EK000187.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:14,EK000188.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:15,EK000189.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:15,EK000190.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:17,EK000191.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:17,EK000192.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:19,EK000193.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:19,EK000194.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:22,EK000195.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:22,EK000196.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:22,EK000197.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:22,EK000198.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:24,EK000199.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:24,EK000200.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:26,EK000201.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:26,EK000202.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:27,EK000203.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:27,EK000204.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:33,EK000205.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:33,EK000206.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:35,EK000207.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:35,EK000208.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:37,EK000209.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:37,EK000210.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:39,EK000211.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:39,EK000212.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:41,EK000213.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:41,EK000214.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:42,EK000215.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:42,EK000216.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:43,EK000217.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:43,EK000218.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:44,EK000219.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:44,EK000220.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:45,EK000221.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:45,EK000222.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:47,EK000223.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:47,EK000224.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:48,EK000225.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:48,EK000226.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:50,EK000227.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:50,EK000228.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:53,EK000229.JPG,impala,1,0,0,0,0,1,0,1
E04/E04_R1/101NIKON,6/11/18 14:53,EK000230.JPG,impala,1,0,0,0,0,1,0,1
E04/E04_R1/101NIKON,6/11/18 14:54,EK000231.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:54,EK000232.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:54,EK000233.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:54,EK000234.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:55,EK000235.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:55,EK000236.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:56,EK000237.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:56,EK000238.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:57,EK000239.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:57,EK000240.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:59,EK000241.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 14:59,EK000242.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:02,EK000243.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:02,EK000244.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:03,EK000245.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:03,EK000246.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:04,EK000247.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:04,EK000248.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:06,EK000249.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:06,EK000250.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:07,EK000251.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 15:07,EK000252.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/11/18 16:49,EK000253.JPG,impala,1,0,0,0,0,1,0,1
E04/E04_R1/101NIKON,6/11/18 16:49,EK000254.JPG,impala,1,0,0,0,0,1,0,1
E04/E04_R1/101NIKON,6/12/18 5:43,EK000255.JPG,impala,2,0,1,0,0,1,0,2
E04/E04_R1/101NIKON,6/12/18 5:43,EK000256.JPG,impala,2,0,1,0,0,1,0,2
E04/E04_R1/101NIKON,6/12/18 5:52,EK000257.JPG,impala,1,0,0,0,1,1,0,1
E04/E04_R1/101NIKON,6/12/18 5:52,EK000258.JPG,impala,1,0,0,0,1,1,0,1
E04/E04_R1/101NIKON,6/12/18 7:17,EK000259.JPG,baboon,1,0,0,0,0,1,0,0
E04/E04_R1/101NIKON,6/12/18 7:17,EK000260.JPG,baboon,1,0,0,0,0,1,0,0
E04/E04_R1/101NIKON,6/12/18 9:02,EK000261.JPG,impala,1,0,0,0,0,1,0,1
E04/E04_R1/101NIKON,6/12/18 9:02,EK000262.JPG,impala,1,0,0,0,0,1,0,1
E04/E04_R1/101NIKON,6/12/18 9:33,EK000263.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:33,EK000264.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:36,EK000265.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:36,EK000266.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:37,EK000267.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:37,EK000268.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:38,EK000269.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:38,EK000270.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:40,EK000271.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:40,EK000272.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:45,EK000273.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:45,EK000274.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:47,EK000275.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:47,EK000276.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:53,EK000277.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:53,EK000278.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:53,EK000279.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:53,EK000280.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:56,EK000281.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 9:56,EK000282.JPG,nothing there,,,,,,,,
E04/E04_R1/101NIKON,6/12/18 10:00,EK000283.JPG,nothing there,,,,,,,,
